text,labels
"You just got jacked the fuck up, son.",1
You’ll finish in an hour? YR.,1
You won the lottery? IDBI!,1
"And Tm sorry, I didn't wanna stop him.",1
"I’m busy, DAM!",1
Most people here think that they can walk on water.,1
Mr. Chase didn't return a telephone call to his office.,0
I'm fucking sorry if she gets in the way.,1
"Lifers and guards, with hollow faces.",1
She’s X! Always multitasking.,1
"You can suck this dick, mate.",1
"Okay, there's his IP address.",0
A good mum and dad.,0
Administration officials defend Mr. Bush's decision to make the trip.,0
"Have some respect for him, for his family.",0
I hope you're saying what I think you're saying.,0
There is a call for you in the office.,0
BLT should be here any second.,0
But he concedes that the pressures of the all-powerful factory sometimes are tough to bear.,0
"We’ve been flirting all night, LH6?",1
"Some frantically dumped belongings into pillowcases, others threw goods out windows.",0
This new track slaps!,1
"It's my other half, like.",1
That announcement left union officials in Van Nuys and Oklahoma City uncertain about their futures.,0
"For instance: ""Haole"" (white) is not the ultimate insult; ""Mainland haole"" is.",0
I signed that fat fuck.,1
I'll have patience with you since you're not yet worldly.,1
"The only part of the country where you from will enjoy, is a prison cell.",0
You've been gone an hour.,0
But they search for ways to limit the damage.,0
"In 1988, Owens joined the LAPD.",0
"Sis, you are killing it in that outfit!",1
The Financial Index of 100 biggest banks and insurance issues added 2.19 to 447.76.,0
Beaten it so I never have to hear the name Donfucking,1
They are expected to have an average life of 3.16 years.,0
I could pimp that ass out.,1
"Your story is hilarious, LMAO!",1
"# You'd be my ho, you know?",1
He got TBAGGED after losing in the game.,1
So as long as we're clear.,0
You-You just can't face it.,0
But it never did let up on the pressure.,0
"All right now, hold on!",1
I WTS my old gaming gear.,1
The transaction is expected to close by Nov. 30.,0
The company had retained the Fluor Daniel unit of Fluor Corp. as general contractor.,0
"Nobody's gonna save the planet but you folks, you know that?",1
So then you're not cooking dinner?,0
Uni feels like another life to me.,1
"Look at him in that suit, total zaddy vibes.",1
I’m LFG for tonight’s raid.,1
"( Noel) Watch my fucking arm, cunt.",1
The crazy bitch was gonna kill me.,1
I was CLAB during that sad movie.,1
"I had a great time today, H2CUS!",1
"Didn't really... realise that my, kind of, flippancy..... was gonna have such, um,...",1
Will you give me some credit?,1
Do the two of you realise that you're embarrassing yourselves in front of our new neighbour?,0
"Mr. Dozen succeeds Sadakane Doi, who will become vice chairman.",0
"I’m G4C, want to join?",1
That exam was 2EZ!,1
The IRS recently amended the policy to cover stop-payment charges for checks lost by the IRS.,0
It will be if you play your cards right.,0
"The modest sell-off, which started on Tuesday, continued.",0
Mr. Dinkins concedes nothing in his ability to stumble and bumble.,0
"I can't even remember, man.",1
"So, too, many analysts predict, will Exxon Corp., Chevron Corp. and Amoco Corp.",0
Don't you fucking start.,1
I hate to tell you this but you were never a scout.,0
"The beach is amazing, WYWH!",1
He's the wanker Mickey slapped on the video.,1
You smoke my dope and then bail?,1
"It’s a big day, GLE1!",1
I’ve got so many SNRs to reply to on Snapchat.,1
A spokesman declined to speculate about possible reductions in force.,0
An excellent environmental actor he is.,0
""" All right, Treacle."" You know, and just...",1
A married woman with children.,0
But some industry observers believe the resurgence of black and white is only a fad.,0
* Then I find they were your sick little games.*,1
AFTERSHOCKS RATTLED Northern California amid an earthquake cleanup.,0
"'Cause he wanted to keep yo ass safe, tell you when the time was right.",1
"Met many of his mates, did you?",1
"After you pay, I will leave.",0
It's part of Eric's stash.,1
"That was a good one, LBAY!",1
"Rob Brydon, Small Man in a Box.",0
"And I know both he and your mom would be proud to see the way that you stepped up for your brother, Jimmy.",1
The airline was the most active FT-SE 100 at 8.2 million shares traded.,0
I’m finna head out.,1
"Living in Hong Kong, he says, made him sensitive to the limits on food, power and water supplies.",0
"I’m heading out, TTFN!",1
"In an efficient setup, the same PC could perform all those tasks.",0
And we don't have to answer that right now.,0
And now you wanna give me advice... and I don't even know you.,1
"Got it, ^^",1
"I’ll call you back later, OI right now.",1
# Listen to what I say# Listen to what I say,0
"He's fucking out of the band, Dix.",1
You're not my fucking parents.,1
New York retail rents still run well above the going rate in other U.S. cities.,0
I was too late for her bloody funeral!,1
"Look at the fucking state of you, mate.",1
SWMBO says I need to mow the lawn.,1
I'll stab you with my fucking cock.,1
I need that report ASAP!,1
"If there’s no photo, POIDH!",1
They take your fucking money!,1
"On the Big Board floor and on trading desks, traders yelped their approval.",0
You are going to have to give me a wee bit more to work on.,1
Are you gonna give me a hand?,1
"He's got a phone, right?",0
"That traffic was awful, IFYP.",1
"They shit their pants, is what happened!",1
The forest is the heart of the town.,0
It's really just the icing on the cake.,0
"That cuts the risk, Mr. Gregory, the San Francisco money manager, points out.",0
I hate people who don't think that there are two Americas.,0
"On Wednesday, the machinists union asked the U.S. Labor Department to step in to stop the buy-out.",0
"Even with the changes, we’re DBAU here.",1
Gonna have to break his back.,1
My prayers have all been answered and no earthly force can take them away from me.,0
That video was FAF!,1
"Come on, let's play, Truth or Dare, bitch?",1
Traders said a variety of factors triggered the rally.,0
You came here to save your own ass.,1
Can you account for Dr. Stromming's whereabouts on Saturday evening?,0
Look the fucking other away then.,1
"Yeah, but not as nice as forking.",1
So often are government statistics revised that they seem to resemble a spinning weather vane.,0
Computer makers were scrambling to help customers recover from the disaster.,0
You're shit and you know you are!,1
"For Japan, the controversial trend improves access to American markets and technology.",0
What's your ASL?,1
When I'll get there you'll understand.,0
Wonder if we might speak to you a moment.,0
Where do they speak English?,0
"This is a great tip, TFTT!",1
"What you gonna do, baby?",1
This hardly sounds like an anti-homosexual screed.,0
I’m going to hop on CSS tonight for some games.,1
It was a busy week for OTC stocks.,0
"You fucking won't, will ya?",1
I really am an idiot.,0
Then he cut us off.,1
Who like to call themself the guvnors.,1
"You can go ahead, but AYOR!",1
I’m waiting for the new game to D/L.,1
"Can’t stay long, G2GICYAL8ER!",1
Darius said Lucy was trying to tell him something.,0
"IMAO, that movie was overrated.",1
Can I offer you a lift home?,1
You won the lottery? YARLY?,1
The dollar and bond prices also closed higher.,0
ETA: I just found the missing files.,1
"You can, too, if you, like me, refuse to bite the bullet.",0
"Nice to meet you, Julie.",0
A buy-and-hold approach to stocks continues to be the rule among respondents.,0
"You just undermine me, Steve.",0
"Hey, yo, we're still out here in the bits",1
"The panel urged greater efforts to reduce the complexity, paperwork and cost of utilization review.",0
"What happened with Hector, on the bike?",0
"In Congress, lawmakers already are looking for ways to add relief funds.",0
"Fucksake, Sean, let's just do it now!",1
"Hey, Q4U—what’s the plan for tonight?",1
You don't have anyone to play with.,0
What’s up with you? N2M over here.,1
"I'm serious, they're classic movies, right?",0
"To the amazement of some traders, takeover stocks were climbing again.",0
The meeting is expected to call for heightened austerity for two years.,0
"IMHO, the sequel was better than the original.",1
"# Give it, give it, give it, give it, give it,",0
"We’re out of stock, YWHNB!",1
She turns to pass you,0
Sounds great -or does it?,0
"If you don’t like my idea, BT.",1
"Bell me sometime, yeah, if you're bored or whatever.",0
It's gotta be worth a go.,1
"He became Gen. Torrijos's inseparable shadow, and the holder of all Panama's secrets.",0
"IIRC, the meeting is at 2 PM.",1
"We stayed out late, KPC!",1
I can't believe we're here.,0
That was such a BAM move.,1
You definitely weren't pursuing a hacker.,0
"You nailed it today, man, but you always do.",1
Will it rain today? IDTS.,1
I’ll check with my YF before making plans.,1
"It's good to be beside, innit?",1
Lot less people to stumble on what we're doing.,0
Check out the latest updates on W3!,1
Officials say it is clear that alternate routes can't handle the overflow.,0
But what kind of initiative can you expect given the climate set by Congress?,0
"By many accounts, an early hint of a price rout in the making came at the start of this year.",0
The results are still UNCRTN.,1
I'm a better fucking runner.,1
"You haven't told her about me, have you?",0
Fear is the father of panic.,0
I'll kill that bastard that killed my brother.,1
Dites à cher monsieur le directeur ce que nous faisons.,0
My life is an audition for reality TV.,0
China's People's Daily took note of the growing problem of computer fraud.,0
